2.180000000000000000e+02,0.000000000000000000e+00
2.181000000000000227e+02,0.000000000000000000e+00
2.181999999999999886e+02,0.000000000000000000e+00
2.183000000000000114e+02,0.000000000000000000e+00
2.184000000000000057e+02,0.000000000000000000e+00
2.185000000000000000e+02,0.000000000000000000e+00
2.186000000000000227e+02,0.000000000000000000e+00
2.186999999999999886e+02,0.000000000000000000e+00
2.188000000000000114e+02,0.000000000000000000e+00
2.189000000000000057e+02,0.000000000000000000e+00
2.190000000000000000e+02,0.000000000000000000e+00
2.191000000000000227e+02,0.000000000000000000e+00
2.191999999999999886e+02,0.000000000000000000e+00
2.193000000000000114e+02,0.000000000000000000e+00
2.194000000000000057e+02,0.000000000000000000e+00
2.195000000000000000e+02,0.000000000000000000e+00
2.196000000000000227e+02,0.000000000000000000e+00
2.196999999999999886e+02,0.000000000000000000e+00
2.198000000000000114e+02,0.000000000000000000e+00
2.199000000000000057e+02,0.000000000000000000e+00
2.200000000000000000e+02,0.000000000000000000e+00
2.201000000000000227e+02,0.000000000000000000e+00
2.201999999999999886e+02,0.000000000000000000e+00
2.203000000000000114e+02,0.000000000000000000e+00
2.204000000000000057e+02,0.000000000000000000e+00
2.205000000000000000e+02,0.000000000000000000e+00
2.206000000000000227e+02,0.000000000000000000e+00
2.206999999999999886e+02,0.000000000000000000e+00
2.208000000000000114e+02,0.000000000000000000e+00
2.209000000000000057e+02,0.000000000000000000e+00
2.210000000000000000e+02,0.000000000000000000e+00
2.211000000000000227e+02,0.000000000000000000e+00
2.211999999999999886e+02,0.000000000000000000e+00
2.213000000000000114e+02,0.000000000000000000e+00
2.214000000000000057e+02,0.000000000000000000e+00
2.215000000000000000e+02,0.000000000000000000e+00
2.216000000000000227e+02,0.000000000000000000e+00
2.216999999999999886e+02,0.000000000000000000e+00
2.218000000000000114e+02,0.000000000000000000e+00
2.219000000000000057e+02,0.000000000000000000e+00
2.220000000000000000e+02,0.000000000000000000e+00
2.221000000000000227e+02,0.000000000000000000e+00
2.221999999999999886e+02,0.000000000000000000e+00
2.223000000000000114e+02,0.000000000000000000e+00
2.224000000000000057e+02,0.000000000000000000e+00
2.225000000000000000e+02,0.000000000000000000e+00
2.226000000000000227e+02,0.000000000000000000e+00
2.226999999999999886e+02,0.000000000000000000e+00
2.228000000000000114e+02,0.000000000000000000e+00
2.229000000000000057e+02,0.000000000000000000e+00
2.230000000000000000e+02,0.000000000000000000e+00
2.231000000000000227e+02,0.000000000000000000e+00
2.231999999999999886e+02,0.000000000000000000e+00
2.233000000000000114e+02,0.000000000000000000e+00
2.234000000000000057e+02,0.000000000000000000e+00
2.235000000000000000e+02,0.000000000000000000e+00
2.236000000000000227e+02,0.000000000000000000e+00
2.236999999999999886e+02,0.000000000000000000e+00
2.238000000000000114e+02,0.000000000000000000e+00
2.239000000000000057e+02,0.000000000000000000e+00
2.240000000000000000e+02,0.000000000000000000e+00
2.241000000000000227e+02,0.000000000000000000e+00
2.241999999999999886e+02,0.000000000000000000e+00
2.243000000000000114e+02,0.000000000000000000e+00
2.244000000000000057e+02,0.000000000000000000e+00
2.245000000000000000e+02,0.000000000000000000e+00
2.246000000000000227e+02,0.000000000000000000e+00
2.246999999999999886e+02,0.000000000000000000e+00
2.248000000000000114e+02,0.000000000000000000e+00
2.249000000000000057e+02,0.000000000000000000e+00
2.250000000000000000e+02,0.000000000000000000e+00
2.251000000000000227e+02,0.000000000000000000e+00
2.251999999999999886e+02,0.000000000000000000e+00
2.253000000000000114e+02,0.000000000000000000e+00
2.254000000000000057e+02,0.000000000000000000e+00
2.255000000000000000e+02,0.000000000000000000e+00
2.256000000000000227e+02,0.000000000000000000e+00
2.256999999999999886e+02,0.000000000000000000e+00
2.258000000000000114e+02,0.000000000000000000e+00
2.259000000000000057e+02,0.000000000000000000e+00
2.260000000000000000e+02,0.000000000000000000e+00
2.261000000000000227e+02,0.000000000000000000e+00
2.261999999999999886e+02,0.000000000000000000e+00
2.263000000000000114e+02,0.000000000000000000e+00
2.264000000000000057e+02,0.000000000000000000e+00
2.265000000000000000e+02,0.000000000000000000e+00
2.266000000000000227e+02,0.000000000000000000e+00
2.266999999999999886e+02,0.000000000000000000e+00
2.268000000000000114e+02,0.000000000000000000e+00
2.269000000000000057e+02,0.000000000000000000e+00
2.270000000000000000e+02,0.000000000000000000e+00
2.271000000000000227e+02,0.000000000000000000e+00
2.271999999999999886e+02,0.000000000000000000e+00
2.273000000000000114e+02,0.000000000000000000e+00
2.274000000000000057e+02,0.000000000000000000e+00
2.275000000000000000e+02,0.000000000000000000e+00
2.276000000000000227e+02,0.000000000000000000e+00
2.276999999999999886e+02,0.000000000000000000e+00
2.278000000000000114e+02,0.000000000000000000e+00
2.279000000000000057e+02,0.000000000000000000e+00
2.280000000000000000e+02,0.000000000000000000e+00
2.280999999999999943e+02,0.000000000000000000e+00
2.282000000000000171e+02,0.000000000000000000e+00
2.283000000000000114e+02,0.000000000000000000e+00
2.284000000000000057e+02,0.000000000000000000e+00
2.285000000000000000e+02,0.000000000000000000e+00
2.285999999999999943e+02,0.000000000000000000e+00
2.287000000000000171e+02,0.000000000000000000e+00
2.288000000000000114e+02,0.000000000000000000e+00
2.289000000000000057e+02,0.000000000000000000e+00
2.290000000000000000e+02,0.000000000000000000e+00
2.290999999999999943e+02,0.000000000000000000e+00
2.292000000000000171e+02,0.000000000000000000e+00
2.293000000000000114e+02,0.000000000000000000e+00
2.294000000000000057e+02,0.000000000000000000e+00
2.295000000000000000e+02,0.000000000000000000e+00
2.295999999999999943e+02,0.000000000000000000e+00
2.297000000000000171e+02,0.000000000000000000e+00
2.298000000000000114e+02,0.000000000000000000e+00
2.299000000000000057e+02,0.000000000000000000e+00
2.300000000000000000e+02,0.000000000000000000e+00
2.300999999999999943e+02,0.000000000000000000e+00
2.302000000000000171e+02,0.000000000000000000e+00
2.303000000000000114e+02,0.000000000000000000e+00
2.304000000000000057e+02,0.000000000000000000e+00
2.305000000000000000e+02,0.000000000000000000e+00
2.305999999999999943e+02,0.000000000000000000e+00
2.307000000000000171e+02,0.000000000000000000e+00
2.308000000000000114e+02,0.000000000000000000e+00
2.309000000000000057e+02,0.000000000000000000e+00
2.310000000000000000e+02,0.000000000000000000e+00
2.310999999999999943e+02,0.000000000000000000e+00
2.312000000000000171e+02,0.000000000000000000e+00
2.313000000000000114e+02,0.000000000000000000e+00
2.314000000000000057e+02,0.000000000000000000e+00
2.315000000000000000e+02,0.000000000000000000e+00
2.315999999999999943e+02,0.000000000000000000e+00
2.317000000000000171e+02,0.000000000000000000e+00
2.318000000000000114e+02,0.000000000000000000e+00
2.319000000000000057e+02,0.000000000000000000e+00
2.320000000000000000e+02,0.000000000000000000e+00
2.320999999999999943e+02,0.000000000000000000e+00
2.322000000000000171e+02,0.000000000000000000e+00
2.323000000000000114e+02,0.000000000000000000e+00
2.324000000000000057e+02,0.000000000000000000e+00
2.325000000000000000e+02,0.000000000000000000e+00
2.325999999999999943e+02,0.000000000000000000e+00
2.327000000000000171e+02,0.000000000000000000e+00
2.328000000000000114e+02,0.000000000000000000e+00
2.329000000000000057e+02,0.000000000000000000e+00
2.330000000000000000e+02,0.000000000000000000e+00
2.330999999999999943e+02,0.000000000000000000e+00
2.332000000000000171e+02,0.000000000000000000e+00
2.333000000000000114e+02,0.000000000000000000e+00
2.334000000000000057e+02,0.000000000000000000e+00
2.335000000000000000e+02,0.000000000000000000e+00
2.335999999999999943e+02,0.000000000000000000e+00
2.337000000000000171e+02,0.000000000000000000e+00
2.338000000000000114e+02,0.000000000000000000e+00
2.339000000000000057e+02,0.000000000000000000e+00
2.340000000000000000e+02,0.000000000000000000e+00
2.340999999999999943e+02,0.000000000000000000e+00
2.342000000000000171e+02,0.000000000000000000e+00
2.343000000000000114e+02,0.000000000000000000e+00
2.344000000000000057e+02,0.000000000000000000e+00
2.345000000000000000e+02,0.000000000000000000e+00
2.345999999999999943e+02,0.000000000000000000e+00
2.347000000000000171e+02,0.000000000000000000e+00
2.348000000000000114e+02,0.000000000000000000e+00
2.349000000000000057e+02,0.000000000000000000e+00
2.350000000000000000e+02,0.000000000000000000e+00
2.350999999999999943e+02,0.000000000000000000e+00
2.352000000000000171e+02,0.000000000000000000e+00
2.353000000000000114e+02,0.000000000000000000e+00
2.354000000000000057e+02,0.000000000000000000e+00
2.355000000000000000e+02,0.000000000000000000e+00
2.355999999999999943e+02,0.000000000000000000e+00
2.357000000000000171e+02,0.000000000000000000e+00
2.358000000000000114e+02,0.000000000000000000e+00
2.359000000000000057e+02,0.000000000000000000e+00
2.360000000000000000e+02,0.000000000000000000e+00
2.360999999999999943e+02,0.000000000000000000e+00
2.362000000000000171e+02,0.000000000000000000e+00
2.363000000000000114e+02,0.000000000000000000e+00
2.364000000000000057e+02,0.000000000000000000e+00
2.365000000000000000e+02,0.000000000000000000e+00
2.365999999999999943e+02,0.000000000000000000e+00
2.367000000000000171e+02,0.000000000000000000e+00
2.368000000000000114e+02,0.000000000000000000e+00
2.369000000000000057e+02,0.000000000000000000e+00
2.370000000000000000e+02,0.000000000000000000e+00
2.370999999999999943e+02,0.000000000000000000e+00
2.372000000000000171e+02,0.000000000000000000e+00
2.373000000000000114e+02,0.000000000000000000e+00
2.374000000000000057e+02,0.000000000000000000e+00
2.375000000000000000e+02,0.000000000000000000e+00
2.375999999999999943e+02,0.000000000000000000e+00
2.377000000000000171e+02,0.000000000000000000e+00
2.378000000000000114e+02,0.000000000000000000e+00
2.379000000000000057e+02,0.000000000000000000e+00
2.380000000000000000e+02,0.000000000000000000e+00
2.380999999999999943e+02,0.000000000000000000e+00
2.382000000000000171e+02,0.000000000000000000e+00
2.383000000000000114e+02,0.000000000000000000e+00
2.384000000000000057e+02,0.000000000000000000e+00
2.385000000000000000e+02,0.000000000000000000e+00
2.385999999999999943e+02,0.000000000000000000e+00
2.387000000000000171e+02,0.000000000000000000e+00
2.388000000000000114e+02,0.000000000000000000e+00
2.389000000000000057e+02,0.000000000000000000e+00
2.390000000000000000e+02,0.000000000000000000e+00
2.390999999999999943e+02,0.000000000000000000e+00
2.392000000000000171e+02,0.000000000000000000e+00
2.393000000000000114e+02,0.000000000000000000e+00
2.394000000000000057e+02,0.000000000000000000e+00
2.395000000000000000e+02,0.000000000000000000e+00
2.395999999999999943e+02,0.000000000000000000e+00
2.397000000000000171e+02,0.000000000000000000e+00
2.398000000000000114e+02,0.000000000000000000e+00
2.399000000000000057e+02,0.000000000000000000e+00
2.400000000000000000e+02,0.000000000000000000e+00
2.400999999999999943e+02,0.000000000000000000e+00
2.402000000000000171e+02,0.000000000000000000e+00
2.403000000000000114e+02,0.000000000000000000e+00
2.404000000000000057e+02,0.000000000000000000e+00
2.405000000000000000e+02,0.000000000000000000e+00
2.405999999999999943e+02,0.000000000000000000e+00
2.407000000000000171e+02,0.000000000000000000e+00
2.408000000000000114e+02,0.000000000000000000e+00
2.409000000000000057e+02,0.000000000000000000e+00
2.410000000000000000e+02,0.000000000000000000e+00
2.410999999999999943e+02,0.000000000000000000e+00
2.412000000000000171e+02,0.000000000000000000e+00
2.413000000000000114e+02,0.000000000000000000e+00
2.414000000000000057e+02,0.000000000000000000e+00
2.415000000000000000e+02,0.000000000000000000e+00
2.415999999999999943e+02,0.000000000000000000e+00
2.417000000000000171e+02,0.000000000000000000e+00
2.418000000000000114e+02,0.000000000000000000e+00
2.419000000000000057e+02,0.000000000000000000e+00
2.420000000000000000e+02,0.000000000000000000e+00
2.420999999999999943e+02,0.000000000000000000e+00
2.422000000000000171e+02,0.000000000000000000e+00
2.423000000000000114e+02,0.000000000000000000e+00
2.424000000000000057e+02,0.000000000000000000e+00
2.425000000000000000e+02,0.000000000000000000e+00
2.425999999999999943e+02,0.000000000000000000e+00
2.427000000000000171e+02,0.000000000000000000e+00
2.428000000000000114e+02,0.000000000000000000e+00
2.429000000000000057e+02,0.000000000000000000e+00
2.430000000000000000e+02,0.000000000000000000e+00
2.430999999999999943e+02,0.000000000000000000e+00
2.432000000000000171e+02,0.000000000000000000e+00
2.433000000000000114e+02,0.000000000000000000e+00
2.434000000000000057e+02,0.000000000000000000e+00
2.435000000000000000e+02,0.000000000000000000e+00
2.435999999999999943e+02,0.000000000000000000e+00
2.437000000000000171e+02,0.000000000000000000e+00
2.438000000000000114e+02,0.000000000000000000e+00
2.439000000000000057e+02,0.000000000000000000e+00
2.440000000000000000e+02,0.000000000000000000e+00
2.440999999999999943e+02,0.000000000000000000e+00
2.442000000000000171e+02,0.000000000000000000e+00
2.443000000000000114e+02,0.000000000000000000e+00
2.444000000000000057e+02,0.000000000000000000e+00
2.445000000000000000e+02,0.000000000000000000e+00
2.445999999999999943e+02,0.000000000000000000e+00
2.447000000000000171e+02,0.000000000000000000e+00
2.448000000000000114e+02,0.000000000000000000e+00
2.449000000000000057e+02,0.000000000000000000e+00
2.450000000000000000e+02,0.000000000000000000e+00
2.450999999999999943e+02,0.000000000000000000e+00
2.452000000000000171e+02,0.000000000000000000e+00
2.453000000000000114e+02,0.000000000000000000e+00
2.454000000000000057e+02,0.000000000000000000e+00
2.455000000000000000e+02,0.000000000000000000e+00
2.455999999999999943e+02,0.000000000000000000e+00
2.457000000000000171e+02,0.000000000000000000e+00
2.458000000000000114e+02,0.000000000000000000e+00
2.459000000000000057e+02,0.000000000000000000e+00
2.460000000000000000e+02,0.000000000000000000e+00
2.460999999999999943e+02,0.000000000000000000e+00
2.462000000000000171e+02,0.000000000000000000e+00
2.463000000000000114e+02,0.000000000000000000e+00
2.464000000000000057e+02,0.000000000000000000e+00
2.465000000000000000e+02,0.000000000000000000e+00
2.465999999999999943e+02,0.000000000000000000e+00
2.467000000000000171e+02,0.000000000000000000e+00
2.468000000000000114e+02,0.000000000000000000e+00
2.469000000000000057e+02,0.000000000000000000e+00
2.470000000000000000e+02,0.000000000000000000e+00
2.470999999999999943e+02,0.000000000000000000e+00
2.472000000000000171e+02,0.000000000000000000e+00
2.473000000000000114e+02,0.000000000000000000e+00
2.474000000000000057e+02,0.000000000000000000e+00
2.475000000000000000e+02,0.000000000000000000e+00
2.475999999999999943e+02,0.000000000000000000e+00
2.477000000000000171e+02,0.000000000000000000e+00
2.478000000000000114e+02,0.000000000000000000e+00
2.479000000000000057e+02,0.000000000000000000e+00
2.480000000000000000e+02,0.000000000000000000e+00
2.480999999999999943e+02,0.000000000000000000e+00
2.482000000000000171e+02,0.000000000000000000e+00
2.483000000000000114e+02,0.000000000000000000e+00
2.484000000000000057e+02,0.000000000000000000e+00
2.485000000000000000e+02,0.000000000000000000e+00
2.485999999999999943e+02,0.000000000000000000e+00
2.487000000000000171e+02,0.000000000000000000e+00
2.488000000000000114e+02,0.000000000000000000e+00
2.489000000000000057e+02,0.000000000000000000e+00
2.490000000000000000e+02,0.000000000000000000e+00
2.490999999999999943e+02,0.000000000000000000e+00
2.492000000000000171e+02,0.000000000000000000e+00
2.493000000000000114e+02,0.000000000000000000e+00
2.494000000000000057e+02,0.000000000000000000e+00
2.495000000000000000e+02,0.000000000000000000e+00
2.495999999999999943e+02,0.000000000000000000e+00
2.497000000000000171e+02,0.000000000000000000e+00
2.498000000000000114e+02,0.000000000000000000e+00
2.499000000000000057e+02,0.000000000000000000e+00
2.500000000000000000e+02,0.000000000000000000e+00
2.500999999999999943e+02,0.000000000000000000e+00
2.502000000000000171e+02,0.000000000000000000e+00
2.503000000000000114e+02,0.000000000000000000e+00
2.504000000000000057e+02,0.000000000000000000e+00
2.505000000000000000e+02,0.000000000000000000e+00
2.505999999999999943e+02,0.000000000000000000e+00
2.507000000000000171e+02,0.000000000000000000e+00
2.508000000000000114e+02,0.000000000000000000e+00
2.509000000000000057e+02,0.000000000000000000e+00
2.510000000000000000e+02,0.000000000000000000e+00
2.510999999999999943e+02,0.000000000000000000e+00
2.512000000000000171e+02,0.000000000000000000e+00
2.513000000000000114e+02,0.000000000000000000e+00
2.514000000000000057e+02,0.000000000000000000e+00
2.515000000000000000e+02,0.000000000000000000e+00
2.515999999999999943e+02,0.000000000000000000e+00
2.517000000000000171e+02,0.000000000000000000e+00
2.518000000000000114e+02,0.000000000000000000e+00
2.519000000000000057e+02,0.000000000000000000e+00
2.520000000000000000e+02,0.000000000000000000e+00
2.520999999999999943e+02,0.000000000000000000e+00
2.522000000000000171e+02,0.000000000000000000e+00
2.523000000000000114e+02,0.000000000000000000e+00
2.524000000000000057e+02,0.000000000000000000e+00
2.525000000000000000e+02,0.000000000000000000e+00
2.525999999999999943e+02,0.000000000000000000e+00
2.527000000000000171e+02,0.000000000000000000e+00
2.528000000000000114e+02,0.000000000000000000e+00
2.529000000000000057e+02,0.000000000000000000e+00
2.530000000000000000e+02,0.000000000000000000e+00
2.530999999999999943e+02,0.000000000000000000e+00
2.532000000000000171e+02,0.000000000000000000e+00
2.533000000000000114e+02,0.000000000000000000e+00
2.534000000000000057e+02,0.000000000000000000e+00
2.535000000000000000e+02,0.000000000000000000e+00
2.536000000000000227e+02,0.000000000000000000e+00
2.537000000000000171e+02,0.000000000000000000e+00
2.538000000000000114e+02,0.000000000000000000e+00
2.539000000000000057e+02,0.000000000000000000e+00
2.540000000000000000e+02,0.000000000000000000e+00
2.541000000000000227e+02,0.000000000000000000e+00
2.542000000000000171e+02,0.000000000000000000e+00
2.543000000000000114e+02,0.000000000000000000e+00
2.544000000000000057e+02,0.000000000000000000e+00
2.545000000000000000e+02,0.000000000000000000e+00
2.546000000000000227e+02,0.000000000000000000e+00
2.547000000000000171e+02,0.000000000000000000e+00
2.548000000000000114e+02,0.000000000000000000e+00
2.549000000000000057e+02,0.000000000000000000e+00
2.550000000000000000e+02,0.000000000000000000e+00
2.551000000000000227e+02,0.000000000000000000e+00
2.552000000000000171e+02,0.000000000000000000e+00
2.553000000000000114e+02,0.000000000000000000e+00
2.554000000000000057e+02,0.000000000000000000e+00
2.555000000000000000e+02,0.000000000000000000e+00
2.556000000000000227e+02,0.000000000000000000e+00
2.557000000000000171e+02,0.000000000000000000e+00
2.558000000000000114e+02,0.000000000000000000e+00
2.559000000000000057e+02,0.000000000000000000e+00
2.560000000000000000e+02,0.000000000000000000e+00
2.561000000000000227e+02,0.000000000000000000e+00
2.562000000000000455e+02,0.000000000000000000e+00
2.563000000000000114e+02,0.000000000000000000e+00
2.563999999999999773e+02,0.000000000000000000e+00
2.565000000000000000e+02,0.000000000000000000e+00
2.566000000000000227e+02,0.000000000000000000e+00
2.567000000000000455e+02,0.000000000000000000e+00
2.568000000000000114e+02,0.000000000000000000e+00
2.568999999999999773e+02,0.000000000000000000e+00
2.570000000000000000e+02,0.000000000000000000e+00
2.571000000000000227e+02,0.000000000000000000e+00
2.572000000000000455e+02,0.000000000000000000e+00
2.573000000000000114e+02,0.000000000000000000e+00
2.573999999999999773e+02,0.000000000000000000e+00
2.575000000000000000e+02,0.000000000000000000e+00
2.576000000000000227e+02,0.000000000000000000e+00
2.577000000000000455e+02,0.000000000000000000e+00
2.578000000000000114e+02,0.000000000000000000e+00
2.578999999999999773e+02,0.000000000000000000e+00
2.580000000000000000e+02,0.000000000000000000e+00
2.581000000000000227e+02,0.000000000000000000e+00
2.582000000000000455e+02,0.000000000000000000e+00
2.583000000000000114e+02,0.000000000000000000e+00
2.583999999999999773e+02,0.000000000000000000e+00
2.585000000000000000e+02,0.000000000000000000e+00
2.586000000000000227e+02,0.000000000000000000e+00
2.587000000000000455e+02,0.000000000000000000e+00
2.588000000000000114e+02,0.000000000000000000e+00
2.588999999999999773e+02,0.000000000000000000e+00
2.590000000000000000e+02,0.000000000000000000e+00
2.591000000000000227e+02,0.000000000000000000e+00
2.592000000000000455e+02,0.000000000000000000e+00
2.593000000000000114e+02,0.000000000000000000e+00
2.593999999999999773e+02,0.000000000000000000e+00
2.595000000000000000e+02,0.000000000000000000e+00
2.596000000000000227e+02,0.000000000000000000e+00
2.597000000000000455e+02,0.000000000000000000e+00
2.598000000000000114e+02,0.000000000000000000e+00
2.598999999999999773e+02,0.000000000000000000e+00
2.600000000000000000e+02,0.000000000000000000e+00
2.601000000000000227e+02,0.000000000000000000e+00
2.602000000000000455e+02,0.000000000000000000e+00
2.603000000000000114e+02,0.000000000000000000e+00
2.603999999999999773e+02,0.000000000000000000e+00
2.605000000000000000e+02,0.000000000000000000e+00
2.606000000000000227e+02,0.000000000000000000e+00
2.607000000000000455e+02,0.000000000000000000e+00
2.608000000000000114e+02,0.000000000000000000e+00
2.608999999999999773e+02,0.000000000000000000e+00
2.610000000000000000e+02,0.000000000000000000e+00
2.611000000000000227e+02,0.000000000000000000e+00
2.612000000000000455e+02,0.000000000000000000e+00
2.613000000000000114e+02,0.000000000000000000e+00
2.613999999999999773e+02,0.000000000000000000e+00
2.615000000000000000e+02,0.000000000000000000e+00
2.616000000000000227e+02,0.000000000000000000e+00
2.617000000000000455e+02,0.000000000000000000e+00
2.618000000000000114e+02,0.000000000000000000e+00
2.618999999999999773e+02,0.000000000000000000e+00
2.620000000000000000e+02,0.000000000000000000e+00
2.621000000000000227e+02,0.000000000000000000e+00
2.622000000000000455e+02,0.000000000000000000e+00
2.623000000000000114e+02,0.000000000000000000e+00
2.623999999999999773e+02,0.000000000000000000e+00
2.625000000000000000e+02,0.000000000000000000e+00
2.626000000000000227e+02,0.000000000000000000e+00
2.627000000000000455e+02,0.000000000000000000e+00
2.628000000000000114e+02,0.000000000000000000e+00
2.628999999999999773e+02,0.000000000000000000e+00
2.630000000000000000e+02,0.000000000000000000e+00
2.631000000000000227e+02,0.000000000000000000e+00
2.632000000000000455e+02,0.000000000000000000e+00
2.633000000000000114e+02,0.000000000000000000e+00
2.633999999999999773e+02,0.000000000000000000e+00
2.635000000000000000e+02,0.000000000000000000e+00
2.636000000000000227e+02,0.000000000000000000e+00
2.637000000000000455e+02,0.000000000000000000e+00
2.638000000000000114e+02,0.000000000000000000e+00
2.638999999999999773e+02,0.000000000000000000e+00
2.640000000000000000e+02,0.000000000000000000e+00
2.641000000000000227e+02,0.000000000000000000e+00
2.642000000000000455e+02,0.000000000000000000e+00
2.643000000000000114e+02,0.000000000000000000e+00
2.643999999999999773e+02,0.000000000000000000e+00
2.645000000000000000e+02,0.000000000000000000e+00
2.646000000000000227e+02,0.000000000000000000e+00
2.647000000000000455e+02,0.000000000000000000e+00
2.648000000000000114e+02,0.000000000000000000e+00
2.648999999999999773e+02,0.000000000000000000e+00
2.650000000000000000e+02,0.000000000000000000e+00
2.651000000000000227e+02,0.000000000000000000e+00
2.652000000000000455e+02,0.000000000000000000e+00
2.653000000000000114e+02,0.000000000000000000e+00
2.653999999999999773e+02,0.000000000000000000e+00
2.655000000000000000e+02,0.000000000000000000e+00
2.656000000000000227e+02,0.000000000000000000e+00
2.657000000000000455e+02,0.000000000000000000e+00
2.658000000000000114e+02,0.000000000000000000e+00
2.658999999999999773e+02,0.000000000000000000e+00
2.660000000000000000e+02,0.000000000000000000e+00
2.661000000000000227e+02,0.000000000000000000e+00
2.662000000000000455e+02,0.000000000000000000e+00
2.663000000000000114e+02,0.000000000000000000e+00
2.663999999999999773e+02,0.000000000000000000e+00
2.665000000000000000e+02,0.000000000000000000e+00
2.666000000000000227e+02,0.000000000000000000e+00
2.667000000000000455e+02,0.000000000000000000e+00
2.668000000000000114e+02,0.000000000000000000e+00
2.668999999999999773e+02,0.000000000000000000e+00
2.670000000000000000e+02,0.000000000000000000e+00
2.671000000000000227e+02,0.000000000000000000e+00
2.672000000000000455e+02,0.000000000000000000e+00
2.673000000000000114e+02,0.000000000000000000e+00
2.673999999999999773e+02,0.000000000000000000e+00
2.675000000000000000e+02,0.000000000000000000e+00
2.676000000000000227e+02,0.000000000000000000e+00
2.677000000000000455e+02,0.000000000000000000e+00
2.678000000000000114e+02,0.000000000000000000e+00
2.678999999999999773e+02,0.000000000000000000e+00
2.680000000000000000e+02,0.000000000000000000e+00
2.681000000000000227e+02,0.000000000000000000e+00
2.682000000000000455e+02,0.000000000000000000e+00
2.683000000000000114e+02,0.000000000000000000e+00
2.683999999999999773e+02,0.000000000000000000e+00
2.685000000000000000e+02,0.000000000000000000e+00
2.686000000000000227e+02,0.000000000000000000e+00
2.687000000000000455e+02,0.000000000000000000e+00
2.688000000000000114e+02,0.000000000000000000e+00
2.688999999999999773e+02,0.000000000000000000e+00
2.690000000000000000e+02,0.000000000000000000e+00
2.691000000000000227e+02,0.000000000000000000e+00
2.692000000000000455e+02,0.000000000000000000e+00
2.693000000000000114e+02,0.000000000000000000e+00
2.693999999999999773e+02,0.000000000000000000e+00
2.695000000000000000e+02,0.000000000000000000e+00
2.696000000000000227e+02,0.000000000000000000e+00
2.697000000000000455e+02,0.000000000000000000e+00
2.698000000000000114e+02,0.000000000000000000e+00
2.698999999999999773e+02,0.000000000000000000e+00
2.700000000000000000e+02,0.000000000000000000e+00
2.701000000000000227e+02,0.000000000000000000e+00
2.702000000000000455e+02,0.000000000000000000e+00
2.703000000000000114e+02,0.000000000000000000e+00
2.703999999999999773e+02,0.000000000000000000e+00
2.705000000000000000e+02,0.000000000000000000e+00
2.706000000000000227e+02,0.000000000000000000e+00
2.707000000000000455e+02,0.000000000000000000e+00
2.708000000000000114e+02,0.000000000000000000e+00
2.708999999999999773e+02,0.000000000000000000e+00
2.710000000000000000e+02,0.000000000000000000e+00
2.711000000000000227e+02,0.000000000000000000e+00
2.712000000000000455e+02,0.000000000000000000e+00
2.713000000000000114e+02,0.000000000000000000e+00
2.713999999999999773e+02,0.000000000000000000e+00
2.715000000000000000e+02,0.000000000000000000e+00
2.716000000000000227e+02,0.000000000000000000e+00
2.717000000000000455e+02,0.000000000000000000e+00
2.718000000000000114e+02,0.000000000000000000e+00
2.718999999999999773e+02,0.000000000000000000e+00
2.720000000000000000e+02,0.000000000000000000e+00
2.721000000000000227e+02,0.000000000000000000e+00
2.722000000000000455e+02,0.000000000000000000e+00
2.723000000000000114e+02,0.000000000000000000e+00
2.723999999999999773e+02,0.000000000000000000e+00
2.725000000000000000e+02,0.000000000000000000e+00
2.726000000000000227e+02,0.000000000000000000e+00
2.727000000000000455e+02,0.000000000000000000e+00
2.728000000000000114e+02,0.000000000000000000e+00
2.728999999999999773e+02,0.000000000000000000e+00
2.730000000000000000e+02,0.000000000000000000e+00
2.731000000000000227e+02,0.000000000000000000e+00
2.732000000000000455e+02,0.000000000000000000e+00
2.733000000000000114e+02,0.000000000000000000e+00
2.733999999999999773e+02,0.000000000000000000e+00
2.735000000000000000e+02,0.000000000000000000e+00
2.736000000000000227e+02,0.000000000000000000e+00
2.737000000000000455e+02,0.000000000000000000e+00
2.738000000000000114e+02,0.000000000000000000e+00
2.738999999999999773e+02,0.000000000000000000e+00
2.740000000000000000e+02,0.000000000000000000e+00
2.741000000000000227e+02,0.000000000000000000e+00
2.742000000000000455e+02,0.000000000000000000e+00
2.743000000000000114e+02,0.000000000000000000e+00
2.743999999999999773e+02,0.000000000000000000e+00
2.745000000000000000e+02,0.000000000000000000e+00
2.746000000000000227e+02,0.000000000000000000e+00
2.747000000000000455e+02,0.000000000000000000e+00
2.748000000000000114e+02,0.000000000000000000e+00
2.748999999999999773e+02,0.000000000000000000e+00
2.750000000000000000e+02,0.000000000000000000e+00
2.751000000000000227e+02,0.000000000000000000e+00
2.752000000000000455e+02,0.000000000000000000e+00
2.753000000000000114e+02,0.000000000000000000e+00
2.753999999999999773e+02,0.000000000000000000e+00
2.755000000000000000e+02,0.000000000000000000e+00
2.756000000000000227e+02,0.000000000000000000e+00
2.757000000000000455e+02,0.000000000000000000e+00
2.758000000000000114e+02,0.000000000000000000e+00
2.758999999999999773e+02,0.000000000000000000e+00
2.760000000000000000e+02,0.000000000000000000e+00
2.761000000000000227e+02,0.000000000000000000e+00
2.762000000000000455e+02,0.000000000000000000e+00
